单元前缀,数量,含义,完整 metric 名
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.max.peak_sustained_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.max.peak_sustained_region.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.max.per_cycle_active
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.max.per_cycle_elapsed
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.max.per_cycle_in_frame
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.max.per_cycle_in_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.max.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.pct_of_peak_sustained_active
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.pct_of_peak_sustained_frame
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.pct_of_peak_sustained_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_active
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_active.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_elapsed
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_elapsed.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_frame
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_frame.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.peak_sustained_region.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.per_cycle_active
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.per_cycle_elapsed
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.per_cycle_in_frame
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.per_cycle_in_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.min.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.pct_of_peak_sustained_active
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.pct_of_peak_sustained_frame
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.pct_of_peak_sustained_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_active
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_active.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_elapsed
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_elapsed.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_frame
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_frame.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.peak_sustained_region.per_second
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.per_cycle_active
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.per_cycle_elapsed
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.per_cycle_in_frame
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.per_cycle_in_region
,,,lts__t_sectors_aperture_sysmem_op_write_lookup_miss.sum.per_second
,,,lts__t_sectors_data_ecc.avg
,,,lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_active
,,,lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_region
,,,lts__t_sectors_data_ecc.avg.peak_sustained
,,,lts__t_sectors_data_ecc.avg.peak_sustained_active
,,,lts__t_sectors_data_ecc.avg.peak_sustained_active.per_second
,,,lts__t_sectors_data_ecc.avg.peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.avg.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_ecc.avg.peak_sustained_frame
,,,lts__t_sectors_data_ecc.avg.peak_sustained_frame.per_second
,,,lts__t_sectors_data_ecc.avg.peak_sustained_region
,,,lts__t_sectors_data_ecc.avg.peak_sustained_region.per_second
,,,lts__t_sectors_data_ecc.avg.per_cycle_active
,,,lts__t_sectors_data_ecc.avg.per_cycle_elapsed
,,,lts__t_sectors_data_ecc.avg.per_cycle_in_frame
,,,lts__t_sectors_data_ecc.avg.per_cycle_in_region
,,,lts__t_sectors_data_ecc.avg.per_second
,,,lts__t_sectors_data_ecc.max
,,,lts__t_sectors_data_ecc.max.pct_of_peak_sustained_active
,,,lts__t_sectors_data_ecc.max.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.max.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_ecc.max.pct_of_peak_sustained_region
,,,lts__t_sectors_data_ecc.max.peak_sustained
,,,lts__t_sectors_data_ecc.max.peak_sustained_active
,,,lts__t_sectors_data_ecc.max.peak_sustained_active.per_second
,,,lts__t_sectors_data_ecc.max.peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.max.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_ecc.max.peak_sustained_frame
,,,lts__t_sectors_data_ecc.max.peak_sustained_frame.per_second
,,,lts__t_sectors_data_ecc.max.peak_sustained_region
,,,lts__t_sectors_data_ecc.max.peak_sustained_region.per_second
,,,lts__t_sectors_data_ecc.max.per_cycle_active
,,,lts__t_sectors_data_ecc.max.per_cycle_elapsed
,,,lts__t_sectors_data_ecc.max.per_cycle_in_frame
,,,lts__t_sectors_data_ecc.max.per_cycle_in_region
,,,lts__t_sectors_data_ecc.max.per_second
,,,lts__t_sectors_data_ecc.min
,,,lts__t_sectors_data_ecc.min.pct_of_peak_sustained_active
,,,lts__t_sectors_data_ecc.min.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.min.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_ecc.min.pct_of_peak_sustained_region
,,,lts__t_sectors_data_ecc.min.peak_sustained
,,,lts__t_sectors_data_ecc.min.peak_sustained_active
,,,lts__t_sectors_data_ecc.min.peak_sustained_active.per_second
,,,lts__t_sectors_data_ecc.min.peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.min.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_ecc.min.peak_sustained_frame
,,,lts__t_sectors_data_ecc.min.peak_sustained_frame.per_second
,,,lts__t_sectors_data_ecc.min.peak_sustained_region
,,,lts__t_sectors_data_ecc.min.peak_sustained_region.per_second
,,,lts__t_sectors_data_ecc.min.per_cycle_active
,,,lts__t_sectors_data_ecc.min.per_cycle_elapsed
,,,lts__t_sectors_data_ecc.min.per_cycle_in_frame
,,,lts__t_sectors_data_ecc.min.per_cycle_in_region
,,,lts__t_sectors_data_ecc.min.per_second
,,,lts__t_sectors_data_ecc.sum
,,,lts__t_sectors_data_ecc.sum.pct_of_peak_sustained_active
,,,lts__t_sectors_data_ecc.sum.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.sum.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_ecc.sum.pct_of_peak_sustained_region
,,,lts__t_sectors_data_ecc.sum.peak_sustained
,,,lts__t_sectors_data_ecc.sum.peak_sustained_active
,,,lts__t_sectors_data_ecc.sum.peak_sustained_active.per_second
,,,lts__t_sectors_data_ecc.sum.peak_sustained_elapsed
,,,lts__t_sectors_data_ecc.sum.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_ecc.sum.peak_sustained_frame
,,,lts__t_sectors_data_ecc.sum.peak_sustained_frame.per_second
,,,lts__t_sectors_data_ecc.sum.peak_sustained_region
,,,lts__t_sectors_data_ecc.sum.peak_sustained_region.per_second
,,,lts__t_sectors_data_ecc.sum.per_cycle_active
,,,lts__t_sectors_data_ecc.sum.per_cycle_elapsed
,,,lts__t_sectors_data_ecc.sum.per_cycle_in_frame
,,,lts__t_sectors_data_ecc.sum.per_cycle_in_region
,,,lts__t_sectors_data_ecc.sum.per_second
,,,lts__t_sectors_data_user.avg
,,,lts__t_sectors_data_user.avg.pct_of_peak_sustained_active
,,,lts__t_sectors_data_user.avg.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_user.avg.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_user.avg.pct_of_peak_sustained_region
,,,lts__t_sectors_data_user.avg.peak_sustained
,,,lts__t_sectors_data_user.avg.peak_sustained_active
,,,lts__t_sectors_data_user.avg.peak_sustained_active.per_second
,,,lts__t_sectors_data_user.avg.peak_sustained_elapsed
,,,lts__t_sectors_data_user.avg.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_user.avg.peak_sustained_frame
,,,lts__t_sectors_data_user.avg.peak_sustained_frame.per_second
,,,lts__t_sectors_data_user.avg.peak_sustained_region
,,,lts__t_sectors_data_user.avg.peak_sustained_region.per_second
,,,lts__t_sectors_data_user.avg.per_cycle_active
,,,lts__t_sectors_data_user.avg.per_cycle_elapsed
,,,lts__t_sectors_data_user.avg.per_cycle_in_frame
,,,lts__t_sectors_data_user.avg.per_cycle_in_region
,,,lts__t_sectors_data_user.avg.per_second
,,,lts__t_sectors_data_user.max
,,,lts__t_sectors_data_user.max.pct_of_peak_sustained_active
,,,lts__t_sectors_data_user.max.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_user.max.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_user.max.pct_of_peak_sustained_region
,,,lts__t_sectors_data_user.max.peak_sustained
,,,lts__t_sectors_data_user.max.peak_sustained_active
,,,lts__t_sectors_data_user.max.peak_sustained_active.per_second
,,,lts__t_sectors_data_user.max.peak_sustained_elapsed
,,,lts__t_sectors_data_user.max.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_user.max.peak_sustained_frame
,,,lts__t_sectors_data_user.max.peak_sustained_frame.per_second
,,,lts__t_sectors_data_user.max.peak_sustained_region
,,,lts__t_sectors_data_user.max.peak_sustained_region.per_second
,,,lts__t_sectors_data_user.max.per_cycle_active
,,,lts__t_sectors_data_user.max.per_cycle_elapsed
,,,lts__t_sectors_data_user.max.per_cycle_in_frame
,,,lts__t_sectors_data_user.max.per_cycle_in_region
,,,lts__t_sectors_data_user.max.per_second
,,,lts__t_sectors_data_user.min
,,,lts__t_sectors_data_user.min.pct_of_peak_sustained_active
,,,lts__t_sectors_data_user.min.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_user.min.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_user.min.pct_of_peak_sustained_region
,,,lts__t_sectors_data_user.min.peak_sustained
,,,lts__t_sectors_data_user.min.peak_sustained_active
,,,lts__t_sectors_data_user.min.peak_sustained_active.per_second
,,,lts__t_sectors_data_user.min.peak_sustained_elapsed
,,,lts__t_sectors_data_user.min.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_user.min.peak_sustained_frame
,,,lts__t_sectors_data_user.min.peak_sustained_frame.per_second
,,,lts__t_sectors_data_user.min.peak_sustained_region
,,,lts__t_sectors_data_user.min.peak_sustained_region.per_second
,,,lts__t_sectors_data_user.min.per_cycle_active
,,,lts__t_sectors_data_user.min.per_cycle_elapsed
,,,lts__t_sectors_data_user.min.per_cycle_in_frame
,,,lts__t_sectors_data_user.min.per_cycle_in_region
,,,lts__t_sectors_data_user.min.per_second
,,,lts__t_sectors_data_user.sum
,,,lts__t_sectors_data_user.sum.pct_of_peak_sustained_active
,,,lts__t_sectors_data_user.sum.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_data_user.sum.pct_of_peak_sustained_frame
,,,lts__t_sectors_data_user.sum.pct_of_peak_sustained_region
,,,lts__t_sectors_data_user.sum.peak_sustained
,,,lts__t_sectors_data_user.sum.peak_sustained_active
,,,lts__t_sectors_data_user.sum.peak_sustained_active.per_second
,,,lts__t_sectors_data_user.sum.peak_sustained_elapsed
,,,lts__t_sectors_data_user.sum.peak_sustained_elapsed.per_second
,,,lts__t_sectors_data_user.sum.peak_sustained_frame
,,,lts__t_sectors_data_user.sum.peak_sustained_frame.per_second
,,,lts__t_sectors_data_user.sum.peak_sustained_region
,,,lts__t_sectors_data_user.sum.peak_sustained_region.per_second
,,,lts__t_sectors_data_user.sum.per_cycle_active
,,,lts__t_sectors_data_user.sum.per_cycle_elapsed
,,,lts__t_sectors_data_user.sum.per_cycle_in_frame
,,,lts__t_sectors_data_user.sum.per_cycle_in_region
,,,lts__t_sectors_data_user.sum.per_second
,,,lts__t_sectors_equiv_l1tagmiss.avg
,,,lts__t_sectors_equiv_l1tagmiss.avg.pct_of_peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.avg.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.avg.pct_of_peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.avg.pct_of_peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_active.per_second
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_elapsed.per_second
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_frame.per_second
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.avg.peak_sustained_region.per_second
,,,lts__t_sectors_equiv_l1tagmiss.avg.per_cycle_active
,,,lts__t_sectors_equiv_l1tagmiss.avg.per_cycle_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.avg.per_cycle_in_frame
,,,lts__t_sectors_equiv_l1tagmiss.avg.per_cycle_in_region
,,,lts__t_sectors_equiv_l1tagmiss.avg.per_second
,,,lts__t_sectors_equiv_l1tagmiss.max
,,,lts__t_sectors_equiv_l1tagmiss.max.pct_of_peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.max.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.max.pct_of_peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.max.pct_of_peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_active.per_second
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_elapsed.per_second
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_frame.per_second
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.max.peak_sustained_region.per_second
,,,lts__t_sectors_equiv_l1tagmiss.max.per_cycle_active
,,,lts__t_sectors_equiv_l1tagmiss.max.per_cycle_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.max.per_cycle_in_frame
,,,lts__t_sectors_equiv_l1tagmiss.max.per_cycle_in_region
,,,lts__t_sectors_equiv_l1tagmiss.max.per_second
,,,lts__t_sectors_equiv_l1tagmiss.min
,,,lts__t_sectors_equiv_l1tagmiss.min.pct_of_peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.min.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.min.pct_of_peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.min.pct_of_peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_active.per_second
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_elapsed.per_second
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_frame.per_second
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.min.peak_sustained_region.per_second
,,,lts__t_sectors_equiv_l1tagmiss.min.per_cycle_active
,,,lts__t_sectors_equiv_l1tagmiss.min.per_cycle_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.min.per_cycle_in_frame
,,,lts__t_sectors_equiv_l1tagmiss.min.per_cycle_in_region
,,,lts__t_sectors_equiv_l1tagmiss.min.per_second
,,,lts__t_sectors_equiv_l1tagmiss.sum
,,,lts__t_sectors_equiv_l1tagmiss.sum.pct_of_peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.sum.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.sum.pct_of_peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.sum.pct_of_peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_active.per_second
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_elapsed.per_second
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_frame.per_second
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss.sum.peak_sustained_region.per_second
,,,lts__t_sectors_equiv_l1tagmiss.sum.per_cycle_active
,,,lts__t_sectors_equiv_l1tagmiss.sum.per_cycle_elapsed
,,,lts__t_sectors_equiv_l1tagmiss.sum.per_cycle_in_frame
,,,lts__t_sectors_equiv_l1tagmiss.sum.per_cycle_in_region
,,,lts__t_sectors_equiv_l1tagmiss.sum.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.pct_of_peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.pct_of_peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.pct_of_peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_active.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_elapsed.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_frame.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.peak_sustained_region.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.per_cycle_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.per_cycle_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.per_cycle_in_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.per_cycle_in_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.avg.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.pct_of_peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.pct_of_peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.pct_of_peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_active.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_elapsed.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_frame.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.peak_sustained_region.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.per_cycle_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.per_cycle_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.per_cycle_in_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.per_cycle_in_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.max.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.pct_of_peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.pct_of_peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.pct_of_peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.pct_of_peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_active
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_active.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_elapsed
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_elapsed.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_frame
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_frame.per_second
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_region
,,,lts__t_sectors_equiv_l1tagmiss_pipe_lsu.min.peak_sustained_region.per_second
